citycode,cityname,statecode,countrycode,latitude,longitude,active,searchorigin,searchdestination,wtforigin,wtfdestination
cit,cityName,st,co,(null),(null),(null),(null),(null),(null),(null)
ERV,Kerrville,TX,US,29.983333333333334,-99.08333333333333,0,0,0,0,0
ERZ,Erzurum,,TR,39.95638888888889,41.17027777777778,1,24448,49638,455,421
ESA,Esa'Ala,,PG,-9.883333333333333,150.95,0,0,0,0,0
ESC,Escanaba,MI,US,45.720555555555556,-87.09583333333333,1,5252,4941,33,33
ESD,Eastsound,WA,US,48.7075,-122.91083333333334,1,19,6,31,25
ESE,Ensenada,,MX,31.8,-116.6,0,0,0,0,0
ESG,Mariscal Estigarribia,,PY,-22.045,-60.62166666666667,0,0,0,0,0
ESH,Shoreham-by-sea,,GB,50.83555555555556,-0.2972222222222222,0,0,0,0,0
ESI,Espinosa,MG,BR,-14.933333333333334,-42.833333333333336,0,0,0,0,0
ESK,Eskisehir,,TR,39.766666666666666,30.5,0,0,0,0,0
ESL,Elista,,RU,46.37388888888889,44.33083333333334,0,0,0,0,0
ESM,Esmeraldas,,EC,0.9786111111111112,-79.62666666666667,0,0,0,0,0
ESN,Easton,MD,US,38.801944444444445,-76.06861111111111,0,0,0,0,0
ESO,Espanola,NM,US,36.1,-106.03333333333333,0,0,0,0,0
ESP,East Stroudsburg,PA,US,41.0,-75.18333333333334,0,0,0,0,0
ESR,El Salvador,,CL,-26.308333333333334,-69.75166666666667,1,0,1,0,0
ESS,Essen,,DE,51.40222222222222,6.937222222222222,0,27,8,0,0
EST,Estherville,IA,US,43.4,-94.83333333333333,0,0,0,0,0
ESU,Essaouira,,MA,31.3975,-9.681666666666667,1,361,215,150,147
ESW,Easton,WA,US,47.233333333333334,-121.18333333333334,0,0,0,0,0
ETB,West Bend,WI,US,43.416666666666664,-88.18333333333334,0,0,0,0,0
ETD,Etadunna,SA,AU,-28.716666666666665,138.63333333333333,0,0,0,0,0
ETE,Metema,,ET,12.933333333333334,36.166666666666664,0,0,0,0,0
ETH,Eilat,,IL,29.558333333333334,34.95888888888889,1,4056,5065,0,0
ETL,Svetlaya,,RU,46.54194444444444,138.32166666666666,1,0,0,1,1
ETM,Eilat,,IL,29.72722222222222,34.998333333333335,1,1580,1523,74,69
ETN,Eastland,TX,US,32.416666666666664,-98.8,0,0,0,0,0
ETR,Santa Rosa,,EC,-3.435277777777778,-79.97805555555556,1,697,782,4,4
ETS,Enterprise,AL,US,31.316666666666666,-85.85,0,0,0,0,0
ETZ,Metz/Nancy,,FR,48.96666666666667,6.233333333333333,1,24103,22334,131,131
EUA,Eua,,TO,-21.377222222222223,-174.95749999999998,1,0,4,6,6
EUC,Eucla,WA,AU,-31.716666666666665,128.86666666666667,0,0,0,0,0
EUE,Eureka,NV,US,39.516666666666666,-115.96666666666667,0,0,0,0,0
EUF,Eufaula,AL,US,31.95,-85.13333333333334,0,0,0,0,0
EUG,Eugene,OR,US,44.124722222222225,-123.21194444444444,1,321229,276138,2365,2537
EUM,Neumunster,,DE,54.07972222222222,9.941944444444445,0,0,0,0,0
EUN,Laayoune,,MA,27.151666666666664,-13.219166666666666,1,12061,45490,46,58
EUO,Paratebueno,,CO,4.333333333333333,-73.25,0,0,0,0,0
EUQ,Antique,,PH,10.767777777777779,121.9325,1,1294,1903,3,3
EUX,St Eustatius,,BQ,17.49638888888889,-62.97944444444445,1,1091,1362,78,72
EVA,Evadale,TX,US,30.35,-94.06666666666666,0,0,0,0,0
EVD,Eva Downs,NT,AU,-18.083333333333332,134.86666666666667,0,0,0,0,0
EVE,Harstad-Narvik,,NO,68.49138888888889,16.678055555555556,1,167552,145824,855,791
EVG,Sveg,,SE,62.047777777777775,14.423055555555555,1,373,600,64,66
EVH,Evans Head,NS,AU,-29.1,153.41666666666666,0,0,0,0,0
EVM,Eveleth,MN,US,47.43333333333333,-92.5,0,0,0,0,0
EVN,Yerevan,,AM,40.14722222222222,44.395833333333336,1,2400385,2345193,1708,1535
EVV,Evansville,IN,US,38.036944444444444,-87.5325,1,56884,44152,669,640
EVW,Evanston,WY,US,41.35,-111.01666666666667,0,0,0,0,0
EVX,Evreux,,FR,49.02861111111111,1.2200000000000002,0,0,0,0,0
EWB,New Bedford/Fall River,MA,US,41.67611111111111,-70.95694444444445,1,4054,3279,28,33
EWE,Ewer,,ID,-5.483333333333333,138.06666666666666,1,0,0,1,1
EWI,Enarotali,,ID,-3.9333333333333336,136.36666666666667,0,0,0,0,0
EWK,Newton,KS,US,38.05,-97.35,0,0,0,0,0
EWN,New Bern,NC,US,35.073055555555555,-77.04305555555555,1,24388,20245,73,80
EWO,Ewo,,CG,-0.8833333333333333,14.8,0,0,0,0,0
EXI,Excursion Inlet,AK,US,58.41972222222222,-135.44805555555556,0,0,0,0,0
EXM,Exmouth,WA,AU,-22.040277777777778,114.10277777777777,0,0,0,0,0
EXT,Exeter,,GB,50.73444444444444,-3.4138888888888888,1,92406,56647,224,238
EYA,Zeya,,RU,53.68833333333333,127.0911111111111,1,0,0,2,2
EYK,Beloyarsky,,RU,63.690555555555555,66.69972222222222,1,0,0,30,26
EYL,Yelimane,,ML,15.133333333333333,-10.566666666666666,0,0,0,0,0
EYP,Yopal,,CO,5.319166666666667,-72.38388888888889,1,33525,33661,178,251
EYR,Yerington,NV,US,39.00388888888889,-119.15777777777778,0,0,0,0,0
EYS,Eliye Springs,,KE,3.25,35.96666666666667,0,0,0,0,0
EYW,Key West,FL,US,24.55,-81.76666666666667,1,200017,287143,1890,1464
EZS,Elazig,,TR,38.606944444444444,39.29138888888889,1,54331,113310,543,552
EZV,Berezovo,,RU,63.92111111111111,65.03055555555555,1,0,0,9,9
FAA,Faranah,,GN,10.036111111111111,-10.770277777777778,0,0,0,0,0
FAB,Farnborough,,GB,51.27583333333333,-0.7763888888888889,0,0,0,0,0
FAC,Faaite,,PF,-16.686666666666667,-145.32972222222222,1,14,13,40,52
FAE,Faroe Islands,,FO,62.06638888888889,-7.293055555555555,1,45784,70066,389,411
FAF,Fort Eustis,VA,US,37.15,-76.58333333333333,0,0,0,0,0
FAG,Fagurholsmyri,,IS,63.874722222222225,-16.641111111111112,0,0,0,0,0
FAH,Farah,,AF,32.36611111111111,62.16555555555556,0,0,0,0,0
FAI,Fairbanks,AK,US,64.81666666666666,-147.86666666666667,1,177372,232060,1547,1412
FAJ,Fajardo,,PR,18.383333333333333,-65.75,0,0,0,0,0
FAK,False Island,AK,US,57.53055555555555,-135.21666666666667,0,0,0,0,0
FAM,Farmington,MO,US,37.76111111111111,-90.42861111111111,0,0,0,0,0
FAO,Faro,,PT,37.01444444444444,-7.965833333333333,1,1059174,1387937,12294,12259
FAQ,Freida River,,PG,-4.616666666666667,141.95833333333331,0,0,0,0,0
FAR,Fargo,ND,US,46.92055555555555,-96.81583333333333,1,205739,146087,1401,1335
FAS,Faskrudsfjordur,,IS,64.93166666666667,-14.060555555555556,0,0,0,0,0
FAT,Fresno,CA,US,36.766666666666666,-119.71666666666667,1,501846,398173,2138,2033
FAU,Fahud,,OM,22.350833333333334,56.48972222222222,1,0,0,0,0
FAV,Fakarava,,PF,-16.054166666666667,-145.65694444444446,1,740,1380,59,79
FAY,Fayetteville,NC,US,34.99,-78.88305555555554,1,83370,63161,427,280
FAZ,Fasa,,IR,28.891944444444444,53.723333333333336,0,0,0,0,0
FBA,Fonte Boa,AM,BR,-2.5324999999999998,-66.08333333333333,0,0,0,0,0
FBD,Faizabad,,AF,37.1225,70.51805555555555,0,0,0,0,0
FBE,Francisco Beltrao,PR,BR,-26.059444444444445,-53.064166666666665,0,1,1,0,0
FBG,Fort Bragg,NC,US,35.15,-78.98333333333333,0,0,0,0,0
FBL,Faribault,MN,US,44.333333333333336,-93.31666666666666,0,0,0,0,0
FBM,Lubumbashi,,CD,-11.59138888888889,27.530833333333334,1,149923,94230,218,240
FBR,Fort Bridger,WY,US,41.31666666666667,-110.38333333333334,0,0,0,0,0
FBY,Fairbury,NE,US,40.13333333333333,-97.18333333333334,0,0,0,0,0
FCA,Kalispell,MT,US,48.31055555555555,-114.25611111111111,1,109570,113177,785,879
FCB,Ficksburg,,ZA,-28.825,27.90833333333333,0,0,0,0,0
FCN,Cuxhaven,,DE,53.76777777777777,8.658611111111112,1,0,0,0,0
FCY,Forrest City,AR,US,34.95,-90.76666666666667,0,0,0,0,0
FDE,Forde,,NO,61.39194444444444,5.760555555555555,1,4151,3924,111,102
FDF,Fort de France,,MQ,14.591111111111111,-61.003055555555555,1,213400,405117,505,455
FDH,Friedrichshafen,,DE,47.671388888888885,9.511388888888888,1,143327,105550,130,124
FDK,Frederick,MD,US,39.416666666666664,-77.41666666666667,0,0,0,0,0
FDR,Frederick,OK,US,34.35,-98.98333333333333,0,0,0,0,0
FDU,Bandundu,,CD,-3.3166666666666664,17.366666666666667,1,0,0,0,0
FDY,Findlay,OH,US,41.016666666666666,-83.66666666666667,0,0,0,0,0
FEA,Fetlar,,GB,60.583333333333336,-0.9666666666666668,0,0,0,0,0
FEB,Sanfebagar,,NP,29.233333333333334,81.21666666666667,0,0,0,0,0
FEC,Feira de Santana,BA,BR,-12.200555555555555,-38.907222222222224,1,4194,2952,4,6
FEG,Fergana,,UZ,40.36138888888889,71.74472222222222,1,108055,313307,52,54
FEJ,Feijo,AC,BR,-8.15,-70.35,0,0,0,0,0
FEK,Ferkessedougou,,CI,9.6,-5.2,0,0,0,0,0
FEL,Furstenfeldbruck,,DE,48.166666666666664,11.25,0,0,0,0,0
FEN,Fernando De Noronha,PE,BR,-3.855,-32.42333333333333,1,20086,112714,44,43
FEP,Freeport,IL,US,42.266666666666666,-89.58333333333333,0,0,0,0,0
FET,Fremont,NE,US,41.43333333333333,-96.5,0,0,0,0,0
FEZ,Fes,,MA,33.92722222222222,-4.978055555555556,1,195216,264585,584,556
FFA,Kill Devil,NC,US,36.016666666666666,-75.66666666666667,0,0,0,0,0
FFD,Fairford,,GB,51.68333333333333,-1.7833333333333332,0,0,0,0,0
FFL,Fairfield,IA,US,40.93333333333333,-91.95,0,0,0,0,0
FFM,Fergus Falls,MN,US,46.28333333333333,-96.16666666666667,0,0,0,0,0
FFT,Frankfort,KY,US,38.18333333333333,-84.9,0,0,0,0,0
FFU,Futaleufu,,CL,-43.2,-71.81666666666666,0,0,0,0,0
FGD,F'derik,,MR,22.5,-12.674999999999999,0,0,0,0,0
FGL,Fox Glacier,,NZ,-43.4,170.03333333333333,0,0,0,0,0
FGU,Fangatau,,PF,-15.82,-140.88583333333332,1,0,0,31,29
FHU,Fort Huachuca/Sierra Vista,AZ,US,31.58861111111111,-110.34444444444443,0,0,0,0,0
FHZ,Fakahina,,PF,-15.992222222222221,-140.16472222222222,1,0,0,16,30
FID,Fishers Island,NY,US,41.25222222222222,-72.03222222222222,0,0,0,0,0
FIE,Fair Isle,,GB,59.53472222222222,-1.6286111111111112,1,0,0,5,5
FIG,Fria,,GN,10.35,-13.566666666666666,0,0,0,0,0
FIH,Kinshasa,,CD,-4.3,15.3,1,362996,304158,528,503
FIK,Finke,NT,AU,-25.583333333333332,134.6,0,0,0,0,0
FIL,Fillmore,UT,US,38.96666666666667,-112.33333333333333,0,0,0,0,0
FIN,Finschhafen,,PG,-6.616666666666667,147.86666666666667,0,0,0,0,0
FIV,Five Finger,AK,US,57.266666666666666,-133.63333333333333,0,0,0,0,0
FIZ,Fitzroy Crossing,WA,AU,-18.183611111111112,125.56,1,0,0,2,2
FJR,Fujairah,,AE,25.112222222222222,56.323888888888895,1,23,38,9,9
FKB,Karlsruhe/Baden-Baden,,DE,49.0,8.4,1,89526,70336,252,263
FKI,Kisangani,,CD,0.4816666666666667,25.338055555555556,1,37,59,39,41
FKJ,Fukui,,JP,36.083333333333336,136.25,0,0,0,0,0
FKL,Franklin,PA,US,41.37916666666667,-79.86,0,0,0,0,0
FKN,Franklin,VA,US,36.68333333333333,-76.91666666666667,0,0,0,0,0
FKQ,Fak Fak,,ID,-2.9202777777777778,132.26694444444445,1,0,0,19,9
FKS,Fukushima,,JP,37.2275,140.43055555555554,1,35227,34253,18,22
FLA,Florencia,,CO,1.5891666666666668,-75.56444444444445,1,1955,2497,25,24
FLB,Floriano,PI,BR,-6.833333333333333,-43.0,0,0,0,0,0
FLC,Falls Creek,VI,AU,-34.983333333333334,150.6,0,0,0,0,0
FLD,Fond du Lac,WI,US,43.76916666666666,-88.4863888888889,0,0,0,0,0
FLF,Flensburg,,DE,54.77166666666667,9.378333333333334,0,0,0,0,0
FLH,Flotta,,GB,58.833333333333336,-3.15,0,0,0,0,0
FLI,Flateyri,,IS,66.01416666666667,-23.441111111111113,0,0,0,0,0
FLL,Fort Lauderdale,FL,US,26.066666666666666,-80.16666666666667,1,5575381,5407786,22866,21858
FLM,Filadelfia,,PY,-22.358333333333334,-60.038333333333334,0,0,0,0,0
FLN,Florianopolis,SC,BR,-27.670555555555556,-48.54722222222222,1,1389421,1354227,3046,3330
FLO,Florence,SC,US,34.1875,-79.72472222222223,1,25199,21621,24,29
FLP,Flippin,AR,US,36.3,-92.58333333333333,0,0,0,0,0
FLR,Florence,,IT,43.80888888888889,11.202777777777778,1,1271923,1486135,1974,2241
FLS,Flinders Island,TS,AU,-40.09444444444445,147.99388888888888,1,0,0,11,11
FLT,Flat,AK,US,62.45,-158.0,0,0,0,0,0
FLV,Fort Leavenworth,KS,US,39.31666666666667,-94.91666666666667,0,0,0,0,0
FLW,Flores Island,,PT,39.45527777777778,-31.13138888888889,1,8828,15322,144,138
FLY,Finley,NS,AU,-35.65,145.58333333333334,0,0,0,0,0
FLZ,Sibolga,,ID,1.5558333333333334,98.8888888888889,1,0,0,2,2
FMA,Formosa,FO,AR,-26.212777777777777,-58.22805555555556,1,8726,10981,62,96
FME,Fort Meade/Odenton,MD,US,39.08555555555556,-76.75944444444444,0,0,0,0,0
FMH,Falmouth,MA,US,41.56666666666667,-70.63333333333334,0,0,0,0,0
FMI,Kalemie,,CD,-5.877777777777778,29.246111111111112,1,45,29,21,15
FMM,Memmingen,,DE,47.988055555555555,10.237499999999999,1,27980,12612,394,399
FMN,Farmington,NM,US,36.74138888888889,-108.23111111111112,0,0,0,0,0
FMO,Muenster/Osnabrueck,,DE,52.13472222222222,7.684722222222223,1,177129,135164,630,557
FMS,Fort Madison,IA,US,40.65,-91.31666666666666,0,0,0,0,0
FMT,Faresmathoda,,MV,0.1922222222222222,73.19972222222222,1,0,0,4,4
FMU,Florence,OR,US,43.98277777777778,-124.1111111111111,0,0,0,0,0
FMY,Fort Myers,FL,US,26.583333333333332,-81.86666666666666,1,860734,1441066,11328,9721
FNA,Freetown,,SL,8.616666666666667,-13.2,1,135131,207153,245,195
FNB,Neubrandenburg,,DE,53.602222222222224,13.306111111111111,0,0,0,0,0
FNC,Funchal,,PT,32.69416666666666,-16.778055555555554,1,1007661,1491617,10975,10775
FND,Funadhoo,,MV,6.1625000000000005,73.2875,1,0,0,2,2
FNE,Fane,,PG,-8.6,147.23333333333332,0,0,0,0,0
FNG,Fada N'Gourma,,BF,12.066666666666666,0.35,0,0,0,0,0
FNH,Fincha'a,,ET,9.583333333333334,37.43333333333333,0,0,0,0,0
FNI,Nimes,,FR,43.836666666666666,4.359999999999999,1,5779,2230,49,46
FNJ,Pyongyang,,KP,39.22361111111111,125.67,0,0,0,0,0
FNL,Fort Collins/Loveland,CO,US,40.583333333333336,-105.08333333333333,1,2221,2023,0,0
FNR,Funter Bay,AK,US,58.233333333333334,-134.91666666666666,0,0,0,0,0
FNT,Flint,MI,US,42.96555555555556,-83.74361111111111,1,113089,78840,475,451
FNU,Oristano,,IT,39.894999999999996,8.638333333333334,0,0,0,0,0
FOA,Foula,,GB,60.12222222222222,-2.053611111111111,1,0,0,4,4
FOB,Fort Bragg,CA,US,39.43333333333333,-123.8,0,0,0,0,0
FOC,Fuzhou,,CN,25.935,119.66333333333334,1,1453092,2217545,2969,2832
FOD,Fort Dodge,IA,US,42.551111111111105,-94.19194444444445,1,6540,5209,31,32
FOG,Foggia,,IT,41.43333333333333,15.534722222222221,1,433,1414,7,7
FOK,Westhampton Beach,NY,US,40.841944444444444,-72.6325,1,0,0,0,0
FOM,Foumban,,CM,5.633333333333333,10.75,0,0,0,0,0
FON,Fortuna,,CR,10.469722222222222,-84.57888888888888,1,46,81,17,23
FOO,Numfoor,,ID,-0.9333333333333332,134.86666666666667,0,0,0,0,0
FOR,Fortaleza,CE,BR,-3.776388888888889,-38.5325,1,1574213,1555515,3790,4528
FOS,Forrest,WA,AU,-30.833333333333332,128.1,0,0,0,0,0
FOT,Forster,NS,AU,-32.18333333333333,152.51666666666668,0,0,0,0,0
FOU,Fougamou,,GA,-1.2833333333333332,10.616666666666667,0,0,0,0,0
FOY,Foya,,LR,8.366666666666667,-10.216666666666667,0,0,0,0,0
FPO,Freeport,,BS,26.558611111111112,-78.69555555555556,1,43860,63885,271,290
FPR,Fort Pierce,FL,US,27.483333333333334,-80.36666666666666,0,0,0,0,0
FPY,Perry,FL,US,30.116666666666667,-83.58333333333333,0,0,0,0,0
FRA,Frankfurt,,DE,50.03333333333333,8.566666666666666,1,18911926,13269203,71177,72985
FRB,Forbes,NS,AU,-33.36666666666667,147.93333333333334,0,0,0,0,0
FRC,Franca,SP,BR,-20.583333333333332,-47.38333333333333,0,0,0,0,0
FRD,Friday Harbor,WA,US,48.534166666666664,-123.01722222222222,1,34,8,26,28
FRE,Fera Island,,SB,-8.1075,159.57722222222222,1,5,17,3,3
FRG,Farmingdale,NY,US,40.72944444444445,-73.41444444444446,0,0,0,0,0
FRH,French Lick,IN,US,38.55,-86.61666666666666,0,0,0,0,0
FRI,Fort Riley,KS,US,39.06666666666667,-96.78333333333333,0,0,0,0,0
FRK,Fregate Island,,SC,-4.583333333333333,55.95,0,0,0,0,0
FRL,Forli,,IT,44.19555555555555,12.069722222222222,1,2,2,12,10
FRM,Fairmont,MN,US,43.65,-94.41666666666667,0,0,0,0,0
FRO,Floro,,NO,61.58361111111111,5.0247222222222225,1,5364,5757,282,321
FRQ,Feramin,,PG,-5.416666666666667,141.7,0,0,0,0,0
FRR,Front Royal,VA,US,38.918055555555554,-78.25694444444444,0,0,0,0,0
FRS,Flores,,GT,16.915555555555553,-89.86972222222222,1,23364,38467,75,73
FRT,Frutillar,,CL,-41.125,-73.06527777777778,0,0,0,0,0
FRU,Bishkek,,KG,43.061388888888885,74.4775,1,1132944,1166385,693,656
FRW,Francistown,,BW,-21.15972222222222,27.474444444444444,1,609,1044,43,33
FRY,Fryeburg,ME,US,43.990833333333335,-70.9475,0,0,0,0,0
FRZ,Fritzlar,,DE,51.114444444444445,9.285833333333333,0,0,0,0,0
FSC,Figari,,FR,41.50222222222222,9.096666666666668,1,36395,60484,827,832
FSD,Sioux Falls,SD,US,43.581944444444446,-96.74194444444444,1,242978,176347,1713,1788
FSI,Lawton/Fort Sill,OK,US,34.666666666666664,-98.41666666666667,0,0,0,0,0
FSK,Fort Scott,KS,US,37.8,-94.76666666666667,0,0,0,0,0
FSL,Fossil Downs Station,WA,AU,-18.2,125.75,0,0,0,0,0
FSM,Fort Smith,AR,US,35.336666666666666,-94.36749999999999,1,27069,22145,281,193
FSP,St Pierre,,PM,46.763333333333335,-56.17444444444444,1,274,478,54,54
FSS,Forres,,GB,57.65,-3.5666666666666664,0,0,0,0,0
FST,Fort Stockton,TX,US,30.916666666666668,-102.91666666666667,0,0,0,0,0
FSU,Fort Sumner,NM,US,34.46666666666667,-104.25,0,0,0,0,0
FSZ,Shizuoka,,JP,34.79694444444444,138.1808333333333,1,116335,131782,46,51
FTA,Futuna Island,,VU,-19.51638888888889,170.23250000000002,1,11,13,2,1
FTE,El Calafate,SC,AR,-50.28,-72.05333333333333,1,139640,314353,562,544
FTI,Fitiuta,,AS,-14.216388888888888,-169.42361111111111,0,0,0,0,0
FTK,Fort Knox,KY,US,37.9,-85.95,0,0,0,0,0
FTU,Tolanaro,,MG,-25.03805555555556,46.95611111111111,1,119,206,80,75
FTW,Fort Worth,TX,US,32.75111111111111,-97.33111111111111,1,213,74,0,0
FTX,Owando,,CG,-0.5313888888888889,15.950277777777776,0,0,0,0,0
FUB,Fulleborn,,PG,-6.15,150.65,0,0,0,0,0
FUE,Fuerteventura,,ES,28.452777777777776,-13.863888888888889,1,544714,977212,5207,5214
FUG,Fuyang,,CN,32.880833333333335,115.73361111111112,1,19271,17009,219,218
FUJ,Fukue,,JP,32.66638888888889,128.83277777777778,1,7964,9725,58,58
FUK,Fukuoka,,JP,33.58583333333333,130.45055555555555,1,5890126,7468415,4139,4074
FUL,Fullerton,CA,US,33.87222222222222,-117.97972222222222,0,0,0,0,0
FUM,Fuma,,PG,-6.383333333333334,142.43333333333334,0,0,0,0,0
FUN,Funafuti,,TV,-8.525277777777779,179.19583333333333,1,3799,5557,91,91
FUO,Foshan,,CN,23.081666666666667,113.07,1,5330,21356,138,161
FUT,Futuna,,WF,-14.311388888888889,-178.06611111111113,1,61,62,12,12
FVL,Flora Valley,WA,AU,-18.283333333333335,128.41666666666666,0,0,0,0,0
FVM,Fuvahmulak Island,,MV,-0.3094444444444444,73.43277777777779,1,0,0,6,4
FVR,Forrest River Mission,WA,AU,-15.165555555555557,127.8411111111111,0,0,0,0,0
FWA,Fort Wayne,IN,US,41.11666666666667,-85.11666666666666,1,123875,85999,1204,1209
FWL,Farewell,AK,US,62.516666666666666,-153.9,0,0,0,0,0
FXO,Cuamba,,MZ,-14.815277777777778,36.53055555555555,0,0,0,0,0
FXY,Forest City,IA,US,43.266666666666666,-93.65,0,0,0,0,0
FYJ,Fuyuan,,CN,48.19777777777777,134.36444444444444,1,155,154,21,21
FYM,Fayetteville,TN,US,35.15,-86.58333333333333,0,0,0,0,0
FYN,Fuyun,,CN,46.801111111111105,89.53833333333333,1,31,159,19,18
FYT,Faya-Largeau,,TD,17.916666666666668,19.109722222222224,0,0,0,0,0
FYU,Fort Yukon,AK,US,66.57138888888889,-145.25055555555556,1,0,0,16,16
FYV,Fayetteville/Springdale,AR,US,36.05,-94.16666666666667,1,212801,239042,4200,3551
FZL,Fuzuli,,AZ,39.594722222222224,47.19638888888888,0,0,0,0,0
FZO,Filton,,GB,51.519444444444446,-2.590277777777778,0,0,0,0,0
GAA,Guamal,,CO,9.15,-74.23333333333333,0,0,0,0,0
GAB,Gabbs,NV,US,38.86666666666667,-117.91666666666667,0,0,0,0,0
GAC,Gracias,,HN,14.5,-88.53333333333333,0,0,0,0,0
GAD,Gadsden,AL,US,33.96666666666667,-86.08333333333333,0,0,0,0,0
GAE,Gabes,,TN,33.7325,9.916111111111112,1,10,20,1,1
GAF,Gafsa,,TN,34.42194444444444,8.8225,0,0,0,0,0
GAG,Gage,OK,US,36.31666666666667,-99.75,0,0,0,0,0
GAH,Gayndah,QL,AU,-25.616666666666667,151.61666666666667,0,0,0,0,0
GAI,Gaithersburg,MD,US,39.16833333333333,-77.16611111111112,0,0,0,0,0
GAJ,Yamagata,,JP,38.411944444444444,140.3713888888889,1,44850,36265,26,30
GAL,Galena,AK,US,64.73611111111111,-156.9375,1,0,0,19,16
GAM,Gambell,AK,US,63.766666666666666,-171.73277777777778,1,11,14,4,5
GAN,Gan Island,,MV,-0.6933333333333334,73.15555555555557,1,8274,18826,40,40
GAO,Guantanamo,,CU,20.085277777777776,-75.15833333333335,1,0,0,0,0
GAP,Gusap,,PG,-6.05,145.96666666666667,0,0,0,0,0
GAQ,Gao,,ML,16.248333333333335,-0.005555555555555556,1,0,0,3,2
GAR,Garaina,,PG,-7.866666666666667,147.13333333333333,0,0,0,0,0
GAS,Garissa,,KE,-0.46361111111111114,39.64833333333333,1,0,0,0,0
GAT,Gap,,FR,44.455000000000005,6.0377777777777775,0,0,0,0,0
GAU,Guwahati,AS,IN,26.10611111111111,91.58583333333333,1,1319595,1455762,647,599
GAV,Gag Island,,ID,-0.45,130.88333333333333,0,0,0,0,0
GAW,Gangaw,,MM,22.166666666666668,94.13333333333334,0,0,0,0,0
GAX,Gamba,,GA,-2.753888888888889,10.006944444444445,1,0,0,1,1
GAY,Gaya,BR,IN,24.744444444444447,84.95111111111112,1,45910,58091,22,22
GAZ,Guasopa,,PG,-9.233333333333333,152.95,0,0,0,0,0
GBA,Kemble,,GB,51.668055555555554,-2.0569444444444445,0,0,0,0,0
GBB,Gabala,,AZ,40.80916666666666,47.725,0,0,0,0,0
GBC,Gasuke,,PG,-6.1,141.73333333333332,0,0,0,0,0
GBD,Great Bend,KS,US,38.35,-98.86666666666666,0,0,0,0,0
GBE,Gaborone,,BW,-24.55527777777778,25.918333333333333,1,77671,71210,741,695
GBF,Negarbo,,PG,-6.583333333333333,144.66666666666666,0,0,0,0,0
GBG,Galesburg,IL,US,40.93333333333333,-90.43333333333334,0,0,0,0,0
GBH,Galbraith,AK,US,68.46666666666667,-149.48333333333332,0,0,0,0,0
GBI,Gulbarga,KA,IN,17.30777777777778,76.95861111111111,1,1926,1818,3,3
GBJ,Marie Galante,,GP,15.86888888888889,-61.269999999999996,1,0,3,0,0
GBK,Gbangbatok,,SL,7.800277777777778,-12.366666666666667,0,0,0,0,0
GBL,South Goulburn Island,NT,AU,-11.666666666666666,133.41666666666666,0,0,0,0,0
GBM,Garbaharey,,SO,3.3333333333333335,42.18333333333333,0,0,0,0,0
GBP,Gamboola,QL,AU,-16.55,143.66666666666666,0,0,0,0,0
GBQ,Muharraq,,BH,26.249444444444446,50.65222222222222,0,0,0,0,0
GBR,Great Barrington,MA,US,42.2,-73.36666666666666,0,0,0,0,0
GBS,Port Fitzroy,,NZ,-36.166666666666664,175.35,0,0,0,0,0
GBT,Gorgan,,IR,36.91138888888889,54.39805555555556,1,0,0,22,22
GBU,Khashm el Girba,,SD,14.926388888888889,35.888888888888886,0,0,0,0,0
GBV,Gibb River,WA,AU,-16.333333333333332,126.36666666666666,0,0,0,0,0
GBW,Ginbata,WA,AU,-22.62472222222222,119.95861111111111,0,0,0,0,0
GBZ,Great Barrier Island,,NZ,-36.166666666666664,175.33333333333334,1,0,0,0,0
GCA,Guacamayas,,CO,2.283333333333333,-74.95,0,0,0,0,0
GCC,Gillette,WY,US,44.347500000000004,-105.54166666666667,1,11092,10716,15,17
GCD,Electric City,WA,US,47.92361111111111,-119.08055555555555,0,0,0,0,0
GCH,Gachsaran,,IR,30.33611111111111,50.830000000000005,1,0,0,2,2
GCI,Guernsey,,GB,49.43472222222222,-2.6019444444444444,1,17010,27385,160,158
GCK,Garden City,KS,US,37.927499999999995,-100.72444444444444,1,10437,9759,100,99
GCM,Grand Cayman,,KY,19.29277777777778,-81.35777777777777,1,147744,201344,609,570
GCN,Grand Canyon,AZ,US,35.95,-112.15,1,30197,55064,172,186
GCT,Grand Canyon,AZ,US,36.25805555555556,-113.23111111111112,0,0,0,0,0
GCW,Grand Canyon West,AZ,US,35.99027777777778,-113.81638888888888,1,0,0,1,1
GCY,Greeneville,TN,US,36.18333333333333,-82.81666666666666,0,0,0,0,0
GDA,Gounda,,CF,9.333333333333334,21.183333333333334,0,0,0,0,0
GDB,Gondia,MH,IN,21.52472222222222,80.28833333333333,1,0,0,4,4
GDD,Gordon Downs,WA,AU,-18.833333333333332,128.53333333333333,0,0,0,0,0
GDE,Gode,,ET,5.9350000000000005,43.578611111111115,1,9307,9532,2,2
GDG,Magdagachi,,RU,53.46666666666667,125.8,0,0,0,0,0
GDH,Golden Horn,AK,US,59.71666666666667,-158.16666666666666,0,0,0,0,0
GDI,Melle,,CF,9.733333333333333,21.583333333333332,0,0,0,0,0
GDJ,Gandajika,,CD,-6.7333333333333325,23.95,0,0,0,0,0
GDL,Guadalajara,,MX,20.521666666666665,-103.3111111111111,1,2467487,2858837,4549,4666
GDM,Gardner,MA,US,42.56666666666667,-72.0,0,0,0,0,0
